year,ELY centre,species,Number of enterprises,Area total (ha),Young population not yet yielding any crop (ha),Crop yielding population (ha),High tunnel cultivation (ha),Yield (1 000 kg),Yield (kg/ha)
2017,Ostrobothnia,Strawberry,47,..,..,98,..,388,3977
2017,Ostrobothnia,Black and green currant,30,..,..,34,..,24,697
2017,Ostrobothnia,Red currant,2,..,..,..,..,..,..
2017,Ostrobothnia,White currant,..,..,..,..,..,..,..
2017,Ostrobothnia,Raspberry,11,..,..,12,..,10,855
2017,Ostrobothnia,Gooseberry,..,..,..,..,..,..,..
2017,Ostrobothnia,Highbush blueberry,4,..,..,2,..,..,..
2017,Ostrobothnia,Sea buckthorn,13,..,..,21,..,38,1797
2017,Ostrobothnia,Chokeberry (Aronia spp.),6,..,..,18,..,3,180
2017,Ostrobothnia,Apple,9,..,0,3,..,4,1068
2017,North Ostrobothnia,Garden pea,6,..,..,..,..,164,3729
2017,North Ostrobothnia,Bean,..,..,..,..,..,..,..
2017,North Ostrobothnia,White cabbage,6,..,..,..,..,958,32406
2017,North Ostrobothnia,Savoy cabbage,1,..,..,..,..,..,..
2017,North Ostrobothnia,Red cabbage,3,..,..,..,..,50,28249
2017,North Ostrobothnia,Cauliflover,2,..,..,..,..,..,..
2017,North Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2017,North Ostrobothnia,Sprouting broccoli,2,..,..,..,..,..,..
2017,North Ostrobothnia,Kohlrabi,1,..,..,..,..,..,..
2017,North Ostrobothnia,Chinese cabbage,1,..,..,..,..,..,..
2017,North Ostrobothnia,Carrot,13,..,..,..,..,682,14485
2017,North Ostrobothnia,Red beet,9,..,..,..,..,310,17592
2017,North Ostrobothnia,Swede,6,..,..,..,..,130,10947
2017,North Ostrobothnia,Turnip,40,..,..,..,..,19,156
2017,North Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2017,North Ostrobothnia,Parsnip,3,..,..,..,..,..,..
2017,North Ostrobothnia,Leek,..,..,..,..,..,..,..
2017,North Ostrobothnia,Gherkin,..,..,..,..,..,..,..
2017,North Ostrobothnia,Pumpkin,..,..,..,..,..,..,..
2017,North Ostrobothnia,Courgette,2,..,..,..,..,..,..
2017,North Ostrobothnia,Lettuces,1,..,..,..,..,..,..
2017,North Ostrobothnia,Celery,..,..,..,..,..,..,..
2017,North Ostrobothnia,Spinach,..,..,..,..,..,..,..
2017,North Ostrobothnia,Rhubarb,1,..,..,..,..,..,..
2017,North Ostrobothnia,Dill,1,..,..,..,..,..,..
2017,North Ostrobothnia,Parsley,1,..,..,..,..,..,..
2017,North Ostrobothnia,Garlic,4,..,..,..,..,1,1600
2017,North Ostrobothnia,Sweet corn,..,..,..,..,..,..,..
2017,North Ostrobothnia,Asparagus,1,..,..,..,..,..,..
2017,North Ostrobothnia,Strawberry,55,..,..,124,..,429,3464
2017,North Ostrobothnia,Black and green currant,46,..,..,189,..,64,335
2017,North Ostrobothnia,Red currant,10,..,..,10,..,22,2227
2017,North Ostrobothnia,White currant,4,..,..,1,..,0,52
2017,North Ostrobothnia,Raspberry,29,..,..,10,..,13,1361
2017,North Ostrobothnia,Gooseberry,3,..,..,0,..,0,1251
2017,North Ostrobothnia,Highbush blueberry,3,..,..,0,..,0,1870
2017,North Ostrobothnia,Sea buckthorn,24,..,..,9,..,7,839
2017,North Ostrobothnia,Chokeberry (Aronia spp.),5,..,..,0,..,0,638
2017,North Ostrobothnia,Apple,7,..,..,2,..,8,5390
2017,Kainuu,Garden pea,2,..,..,..,..,..,..
2017,Kainuu,Bean,..,..,..,..,..,..,..
2017,Kainuu,White cabbage,3,..,..,..,..,21,8560
2017,Kainuu,Savoy cabbage,..,..,..,..,..,..,..
2017,Kainuu,Red cabbage,1,..,..,..,..,..,..
2017,Kainuu,Cauliflover,3,..,..,..,..,11,4783
2017,Kainuu,Brussels sprout,..,..,..,..,..,..,..
2017,Kainuu,Sprouting broccoli,3,..,..,..,..,5,2783
2017,Kainuu,Kohlrabi,..,..,..,..,..,..,..
2017,Kainuu,Chinese cabbage,1,..,..,..,..,..,..
2017,Kainuu,Carrot,3,..,..,..,..,..,..
2017,Kainuu,Red beet,3,..,..,..,..,4,2308
2017,Kainuu,Swede,4,..,..,..,..,1,140
2017,Kainuu,Turnip,3,..,..,..,..,26,7143
2017,Kainuu,Celeriac,..,..,..,..,..,..,..
2017,Kainuu,Parsnip,1,..,..,..,..,..,..
2017,Kainuu,Leek,1,..,..,..,..,..,..
2017,Kainuu,Gherkin,1,..,..,..,..,..,..
2017,Kainuu,Pumpkin,..,..,..,..,..,..,..
2017,Kainuu,Courgette,2,..,..,..,..,..,..
2017,Kainuu,Lettuces,1,..,..,..,..,..,..
2017,Kainuu,Celery,..,..,..,..,..,..,..
2017,Kainuu,Spinach,..,..,..,..,..,..,..
2017,Kainuu,Rhubarb,2,..,..,..,..,..,..
2017,Kainuu,Dill,..,..,..,..,..,..,..
2017,Kainuu,Parsley,..,..,..,..,..,..,..
2017,Kainuu,Garlic,2,..,..,..,..,..,..
2017,Kainuu,Sweet corn,..,..,..,..,..,..,..
2017,Kainuu,Asparagus,1,..,..,..,..,..,..
2017,Kainuu,Strawberry,32,..,..,57,..,150,2619
2017,Kainuu,Black and green currant,13,..,..,19,..,21,1104
2017,Kainuu,Red currant,4,..,..,3,..,6,1832
2017,Kainuu,White currant,1,..,..,..,..,..,..
2017,Kainuu,Raspberry,9,..,..,2,..,2,952
2017,Kainuu,Gooseberry,..,..,..,..,..,..,..
2017,Kainuu,Highbush blueberry,..,..,..,..,..,..,..
2017,Kainuu,Sea buckthorn,..,..,..,..,..,..,..
2017,Kainuu,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2017,Kainuu,Apple,7,..,0,2,..,5,3453
2017,Lapland,Garden pea,..,..,..,..,..,..,..
2017,Lapland,Bean,..,..,..,..,..,..,..
2017,Lapland,White cabbage,2,..,..,..,..,..,..
2017,Lapland,Savoy cabbage,..,..,..,..,..,..,..
2017,Lapland,Red cabbage,..,..,..,..,..,..,..
2017,Lapland,Cauliflover,1,..,..,..,..,..,..
2017,Lapland,Brussels sprout,..,..,..,..,..,..,..
2017,Lapland,Sprouting broccoli,2,..,..,..,..,..,..
2017,Lapland,Kohlrabi,..,..,..,..,..,..,..
2017,Lapland,Chinese cabbage,..,..,..,..,..,..,..
2017,Lapland,Carrot,4,..,..,..,..,120,22973
2017,Lapland,Red beet,1,..,..,..,..,..,..
2017,Lapland,Swede,..,..,..,..,..,..,..
2017,Lapland,Turnip,17,..,..,..,..,83,2274
2017,Lapland,Celeriac,..,..,..,..,..,..,..
2017,Lapland,Parsnip,..,..,..,..,..,..,..
2017,Lapland,Leek,1,..,..,..,..,..,..
2017,Lapland,Gherkin,1,..,..,..,..,..,..
2017,Lapland,Pumpkin,..,..,..,..,..,..,..
2017,Lapland,Courgette,..,..,..,..,..,..,..
2017,Lapland,Lettuces,..,..,..,..,..,..,..
2017,Lapland,Celery,..,..,..,..,..,..,..
2017,Lapland,Spinach,..,..,..,..,..,..,..
2017,Lapland,Rhubarb,..,..,..,..,..,..,..
2017,Lapland,Dill,1,..,..,..,..,..,..
2017,Lapland,Parsley,1,..,..,..,..,..,..
2017,Lapland,Garlic,..,..,..,..,..,..,..
2017,Lapland,Sweet corn,..,..,..,..,..,..,..
2017,Lapland,Asparagus,..,..,..,..,..,..,..
2017,Lapland,Strawberry,10,..,..,12,..,26,2208
2017,Lapland,Black and green currant,6,..,..,7,..,4,563
2017,Lapland,Red currant,..,..,..,..,..,..,..
2017,Lapland,White currant,1,..,..,..,..,..,..
2017,Lapland,Raspberry,4,..,..,0,..,0,500
2017,Lapland,Gooseberry,1,..,..,..,..,..,..
2017,Lapland,Highbush blueberry,..,..,..,..,..,..,..
2017,Lapland,Sea buckthorn,..,..,..,..,..,..,..
2017,Lapland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2017,Lapland,Apple,..,..,..,..,..,..,..
2017,Åland,Garden pea,2,..,..,..,..,..,..
2017,Åland,Bean,1,..,..,..,..,..,..
2017,Åland,White cabbage,2,..,..,..,..,..,..
2017,Åland,Savoy cabbage,..,..,..,..,..,..,..
2017,Åland,Red cabbage,..,..,..,..,..,..,..
2017,Åland,Cauliflover,2,..,..,..,..,..,..
2017,Åland,Brussels sprout,1,..,..,..,..,..,..
2017,Åland,Sprouting broccoli,1,..,..,..,..,..,..
2017,Åland,Kohlrabi,2,..,..,..,..,..,..
2017,Åland,Chinese cabbage,6,..,..,..,..,149,19396
2017,Åland,Carrot,7,..,..,..,..,190,56973
2017,Åland,Red beet,5,..,..,..,..,41,16690
2017,Åland,Swede,1,..,..,..,..,..,..
2017,Åland,Turnip,..,..,..,..,..,..,..
2017,Åland,Celeriac,2,..,..,..,..,..,..
2017,Åland,Parsnip,5,..,..,..,..,136,13314
2017,Åland,Leek,9,..,..,..,..,222,23796
2017,Åland,Gherkin,4,..,..,..,..,73,38861
2017,Åland,Pumpkin,2,..,..,..,..,..,..
2017,Åland,Courgette,2,..,..,..,..,..,..
2017,Åland,Lettuces,10,..,..,..,..,240,16454
2017,Åland,Celery,3,..,..,..,..,35,9785
2017,Åland,Spinach,..,..,..,..,..,..,..
2017,Åland,Rhubarb,..,..,..,..,..,..,..
2017,Åland,Dill,9,..,..,..,..,11,2363
2017,Åland,Parsley,7,..,..,..,..,18,7751
2017,Åland,Garlic,4,..,..,..,..,5,1968
2017,Åland,Sweet corn,4,..,..,..,..,6,5334
2017,Åland,Asparagus,1,..,..,..,..,..,..
2017,Åland,Strawberry,4,..,..,9,..,26,2904
2017,Åland,Black and green currant,2,..,..,..,..,..,..
2017,Åland,Red currant,..,..,..,..,..,..,..
2017,Åland,White currant,..,..,..,..,..,..,..
2017,Åland,Raspberry,3,..,..,1,..,3,6543
2017,Åland,Gooseberry,..,..,..,..,..,..,..
2017,Åland,Highbush blueberry,2,..,..,..,..,..,..
2017,Åland,Sea buckthorn,2,..,..,..,..,..,..
2017,Åland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2017,Åland,Apple,37,..,8,291,..,4991,17170
2018,Uusimaa,Garden pea,65,..,..,..,..,748,623
2018,Uusimaa,Bean,12,..,..,..,..,14,1725
2018,Uusimaa,White cabbage,19,..,..,..,..,1113,20190
2018,Uusimaa,Savoy cabbage,4,..,..,..,..,9,10376
2018,Uusimaa,Red cabbage,6,..,..,..,..,49,10781
2018,Uusimaa,Cauliflover,15,..,..,..,..,892,9280
2018,Uusimaa,Brussels sprout,4,..,..,..,..,2,4789
2018,Uusimaa,Sprouting broccoli,16,..,..,..,..,186,6123
2018,Uusimaa,Kohlrabi,5,..,..,..,..,2,2940
2018,Uusimaa,Chinese cabbage,2,..,..,..,..,..,..
2018,Uusimaa,Carrot,8,..,..,..,..,246,37445
2018,Uusimaa,Red beet,14,..,..,..,..,24,4325
2018,Uusimaa,Swede,7,..,..,..,..,108,19614
2018,Uusimaa,Turnip,5,..,..,..,..,12,2858
2018,Uusimaa,Celeriac,3,..,..,..,..,2,6872
2018,Uusimaa,Parsnip,6,..,..,..,..,2,4548
2018,Uusimaa,Leek,5,..,..,..,..,1,2193
2018,Uusimaa,Gherkin,3,..,..,..,..,11,12998
2018,Uusimaa,Pumpkin,5,..,..,..,..,6,10535
2018,Uusimaa,Courgette,12,..,..,..,..,57,16224
2018,Uusimaa,Lettuces,8,..,..,..,..,94,6901
2018,Uusimaa,Celery,..,..,..,..,..,..,..
2018,Uusimaa,Spinach,3,..,..,..,..,0,1630
2018,Uusimaa,Rhubarb,5,..,..,..,..,5,8368
2018,Uusimaa,Dill,15,..,..,..,..,24,1021
2018,Uusimaa,Parsley,5,..,..,..,..,1,1356
2018,Uusimaa,Garlic,10,..,..,..,..,1,811
2018,Uusimaa,Sweet corn,4,..,..,..,..,0,723
2018,Uusimaa,Asparagus,4,..,..,..,..,0,79
2018,Uusimaa,Strawberry,64,..,..,257,..,816,3175
2018,Uusimaa,Black and green currant,28,..,..,37,..,12,326
2018,Uusimaa,Red currant,9,..,..,1,..,1,522
2018,Uusimaa,White currant,1,..,..,..,..,..,..
2018,Uusimaa,Raspberry,20,..,..,10,..,32,3232
2018,Uusimaa,Gooseberry,2,..,..,..,..,..,..
2018,Uusimaa,Highbush blueberry,11,..,..,5,..,3,621
2018,Uusimaa,Sea buckthorn,3,..,..,0,..,0,16
2018,Uusimaa,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2018,Uusimaa,Apple,32,..,4,84,..,643,7292
2018,Southwest Finland,Garden pea,247,..,..,..,..,1737,983
2018,Southwest Finland,Bean,22,..,..,..,..,53,1473
2018,Southwest Finland,White cabbage,19,..,..,..,..,569,20350
2018,Southwest Finland,Savoy cabbage,..,..,..,..,..,..,..
2018,Southwest Finland,Red cabbage,5,..,..,..,..,27,9576
2018,Southwest Finland,Cauliflover,13,..,..,..,..,244,4914
2018,Southwest Finland,Brussels sprout,4,..,..,..,..,43,5577
2018,Southwest Finland,Sprouting broccoli,17,..,..,..,..,159,5196
2018,Southwest Finland,Kohlrabi,5,..,..,..,..,301,27153
2018,Southwest Finland,Chinese cabbage,1,..,..,..,..,..,..
2018,Southwest Finland,Carrot,73,..,..,..,..,18226,30235
2018,Southwest Finland,Red beet,33,..,..,..,..,1447,17868
2018,Southwest Finland,Swede,16,..,..,..,..,4990,37718
2018,Southwest Finland,Turnip,10,..,..,..,..,286,8259
2018,Southwest Finland,Celeriac,5,..,..,..,..,569,21713
2018,Southwest Finland,Parsnip,17,..,..,..,..,373,7178
2018,Southwest Finland,Leek,9,..,..,..,..,261,19713
2018,Southwest Finland,Gherkin,52,..,..,..,..,7126,64680
2018,Southwest Finland,Pumpkin,15,..,..,..,..,553,27683
2018,Southwest Finland,Courgette,20,..,..,..,..,816,23625
2018,Southwest Finland,Lettuces,14,..,..,..,..,247,10349
2018,Southwest Finland,Celery,3,..,..,..,..,28,18958
2018,Southwest Finland,Spinach,1,..,..,..,..,..,..
2018,Southwest Finland,Rhubarb,16,..,..,..,..,28,4126
2018,Southwest Finland,Dill,38,..,..,..,..,111,2418
2018,Southwest Finland,Parsley,6,..,..,..,..,3,1924
2018,Southwest Finland,Garlic,26,..,..,..,..,39,1341
2018,Southwest Finland,Sweet corn,13,..,..,..,..,63,4850
2018,Southwest Finland,Asparagus,7,..,..,..,..,3,286
2018,Southwest Finland,Strawberry,163,..,..,783,..,2987,3815
2018,Southwest Finland,Black and green currant,36,..,..,35,..,37,1042
2018,Southwest Finland,Red currant,8,..,..,1,..,3,3129
2018,Southwest Finland,White currant,3,..,..,0,..,0,930
2018,Southwest Finland,Raspberry,66,..,..,48,..,81,1687
2018,Southwest Finland,Gooseberry,8,..,..,3,..,4,1154
2018,Southwest Finland,Highbush blueberry,37,..,..,21,..,38,1867
2018,Southwest Finland,Sea buckthorn,17,..,..,7,..,8,1152
2018,Southwest Finland,Chokeberry (Aronia spp.),3,..,..,0,..,..,..
2018,Southwest Finland,Apple,64,..,16,148,..,1235,7569
2018,Satakunta,Garden pea,109,..,..,..,..,3191,3136
2018,Satakunta,Bean,1,..,..,..,..,..,..
2018,Satakunta,White cabbage,21,..,..,..,..,5906,42061
2018,Satakunta,Savoy cabbage,2,..,..,..,..,..,..
2018,Satakunta,Red cabbage,5,..,..,..,..,238,29084
2018,Satakunta,Cauliflover,11,..,..,..,..,223,5917
2018,Satakunta,Brussels sprout,..,..,..,..,..,..,..
2018,Satakunta,Sprouting broccoli,7,..,..,..,..,120,4274
2018,Satakunta,Kohlrabi,..,..,..,..,..,..,..
2018,Satakunta,Chinese cabbage,1,..,..,..,..,..,..
2018,Satakunta,Carrot,45,..,..,..,..,13629,31901
2018,Satakunta,Red beet,24,..,..,..,..,8574,29923
2018,Satakunta,Swede,19,..,..,..,..,4249,36005
2018,Satakunta,Turnip,3,..,..,..,..,60,13790
2018,Satakunta,Celeriac,3,..,..,..,..,161,27873
2018,Satakunta,Parsnip,11,..,..,..,..,630,13602
2018,Satakunta,Leek,4,..,..,..,..,63,17925
2018,Satakunta,Gherkin,11,..,..,..,..,1913,62229
2018,Satakunta,Pumpkin,3,..,..,..,..,10,10879
2018,Satakunta,Courgette,4,..,..,..,..,95,24869
2018,Satakunta,Lettuces,1,..,..,..,..,..,..
2018,Satakunta,Celery,..,..,..,..,..,..,..
2018,Satakunta,Spinach,6,..,..,..,..,490,10953
2018,Satakunta,Rhubarb,..,..,..,..,..,..,..
2018,Satakunta,Dill,7,..,..,..,..,3,453
2018,Satakunta,Parsley,1,..,..,..,..,..,..
2018,Satakunta,Garlic,5,..,..,..,..,2,1891
2018,Satakunta,Sweet corn,2,..,..,..,..,..,..
2018,Satakunta,Asparagus,3,..,..,..,..,0,192
2018,Satakunta,Strawberry,54,..,..,197,..,661,3350
2018,Satakunta,Black and green currant,14,..,..,9,..,3,339
2018,Satakunta,Red currant,3,..,..,1,..,2,1221
2018,Satakunta,White currant,..,..,..,..,..,..,..
2018,Satakunta,Raspberry,26,..,..,16,..,28,1695
2018,Satakunta,Gooseberry,2,..,..,..,..,..,..
2018,Satakunta,Highbush blueberry,8,..,..,2,..,1,711
2018,Satakunta,Sea buckthorn,7,..,..,3,..,4,1074
2018,Satakunta,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2018,Satakunta,Apple,6,..,0,3,..,9,2586
2018,Häme,Garden pea,70,..,..,..,..,307,966
2018,Häme,Bean,4,..,..,..,..,1,3724
2018,Häme,White cabbage,8,..,..,..,..,289,24185
2018,Häme,Savoy cabbage,2,..,..,..,..,..,..
2018,Häme,Red cabbage,3,..,..,..,..,4,14192
2018,Häme,Cauliflover,7,..,..,..,..,19,4052
2018,Häme,Brussels sprout,2,..,..,..,..,..,..
2018,Häme,Sprouting broccoli,7,..,..,..,..,31,3623
2018,Häme,Kohlrabi,2,..,..,..,..,..,..
2018,Häme,Chinese cabbage,5,..,..,..,..,215,13368
2018,Häme,Carrot,31,..,..,..,..,21055,50491
2018,Häme,Red beet,18,..,..,..,..,980,23261
2018,Häme,Swede,10,..,..,..,..,266,22864
2018,Häme,Turnip,4,..,..,..,..,29,7685
2018,Häme,Celeriac,2,..,..,..,..,..,..
2018,Häme,Parsnip,8,..,..,..,..,50,10621
2018,Häme,Leek,4,..,..,..,..,3,4200
2018,Häme,Gherkin,2,..,..,..,..,..,..
2018,Häme,Pumpkin,3,..,..,..,..,2,12143
2018,Häme,Courgette,8,..,..,..,..,87,28587
2018,Häme,Lettuces,5,..,..,..,..,18,7027
2018,Häme,Celery,3,..,..,..,..,2,4293
2018,Häme,Spinach,1,..,..,..,..,..,..
2018,Häme,Rhubarb,3,..,..,..,..,1,1543
2018,Häme,Dill,11,..,..,..,..,5,615
2018,Häme,Parsley,1,..,..,..,..,..,..
2018,Häme,Garlic,11,..,..,..,..,4,2018
2018,Häme,Sweet corn,7,..,..,..,..,1,1040
2018,Häme,Asparagus,4,..,..,..,..,0,35
2018,Häme,Strawberry,79,..,..,450,..,1433,3182
2018,Häme,Black and green currant,38,..,..,34,..,21,616
2018,Häme,Red currant,14,..,..,9,..,13,1378
2018,Häme,White currant,4,..,..,3,..,3,973
2018,Häme,Raspberry,41,..,..,37,..,211,5742
2018,Häme,Gooseberry,3,..,..,0,..,0,77
2018,Häme,Highbush blueberry,19,..,..,8,..,17,2026
2018,Häme,Sea buckthorn,7,..,..,2,..,2,1061
2018,Häme,Chokeberry (Aronia spp.),4,..,..,2,..,1,580
2018,Häme,Apple,20,..,3,22,..,141,5749
2018,Pirkanmaa,Garden pea,23,..,..,..,..,24,1107
2018,Pirkanmaa,Bean,1,..,..,..,..,..,..
2018,Pirkanmaa,White cabbage,13,..,..,..,..,465,17420
2018,Pirkanmaa,Savoy cabbage,..,..,..,..,..,..,..
2018,Pirkanmaa,Red cabbage,1,..,..,..,..,..,..
2018,Pirkanmaa,Cauliflover,5,..,..,..,..,16,883
2018,Pirkanmaa,Brussels sprout,2,..,..,..,..,..,..
2018,Pirkanmaa,Sprouting broccoli,5,..,..,..,..,17,652
2018,Pirkanmaa,Kohlrabi,1,..,..,..,..,..,..
2018,Pirkanmaa,Chinese cabbage,..,..,..,..,..,..,..
2018,Pirkanmaa,Carrot,8,..,..,..,..,4,2731
2018,Pirkanmaa,Red beet,4,..,..,..,..,0,1181
2018,Pirkanmaa,Swede,1,..,..,..,..,..,..
2018,Pirkanmaa,Turnip,1,..,..,..,..,..,..
2018,Pirkanmaa,Celeriac,..,..,..,..,..,..,..
2018,Pirkanmaa,Parsnip,..,..,..,..,..,..,..
2018,Pirkanmaa,Leek,..,..,..,..,..,..,..
2018,Pirkanmaa,Gherkin,3,..,..,..,..,4,9148
2018,Pirkanmaa,Pumpkin,2,..,..,..,..,..,..
2018,Pirkanmaa,Courgette,7,..,..,..,..,18,23653
2018,Pirkanmaa,Lettuces,6,..,..,..,..,290,7203
2018,Pirkanmaa,Celery,..,..,..,..,..,..,..
2018,Pirkanmaa,Spinach,1,..,..,..,..,..,..
2018,Pirkanmaa,Rhubarb,2,..,..,..,..,..,..
2018,Pirkanmaa,Dill,3,..,..,..,..,0,873
2018,Pirkanmaa,Parsley,..,..,..,..,..,..,..
2018,Pirkanmaa,Garlic,2,..,..,..,..,..,..
2018,Pirkanmaa,Sweet corn,2,..,..,..,..,..,..
2018,Pirkanmaa,Asparagus,1,..,..,..,..,..,..
2018,Pirkanmaa,Strawberry,60,..,..,133,..,513,3853
2018,Pirkanmaa,Black and green currant,27,..,..,60,..,33,549
2018,Pirkanmaa,Red currant,8,..,..,4,..,1,333
2018,Pirkanmaa,White currant,3,..,..,0,..,0,600
2018,Pirkanmaa,Raspberry,26,..,..,18,..,74,4004
2018,Pirkanmaa,Gooseberry,3,..,..,0,..,0,800
2018,Pirkanmaa,Highbush blueberry,12,..,..,6,..,10,1475
2018,Pirkanmaa,Sea buckthorn,6,..,..,2,..,12,6167
2018,Pirkanmaa,Chokeberry (Aronia spp.),3,..,..,15,..,1,42
2018,Pirkanmaa,Apple,13,..,2,14,..,20,1257
2018,Southeast Finland,Garden pea,32,..,..,..,..,45,778
2018,Southeast Finland,Bean,6,..,..,..,..,2,5020
2018,Southeast Finland,White cabbage,15,..,..,..,..,582,38100
2018,Southeast Finland,Savoy cabbage,..,..,..,..,..,..,..
2018,Southeast Finland,Red cabbage,3,..,..,..,..,21,16240
2018,Southeast Finland,Cauliflover,11,..,..,..,..,56,7579
2018,Southeast Finland,Brussels sprout,..,..,..,..,..,..,..
2018,Southeast Finland,Sprouting broccoli,10,..,..,..,..,23,4258
2018,Southeast Finland,Kohlrabi,7,..,..,..,..,7,12039
2018,Southeast Finland,Chinese cabbage,..,..,..,..,..,..,..
2018,Southeast Finland,Carrot,19,..,..,..,..,603,27328
2018,Southeast Finland,Red beet,12,..,..,..,..,15,3896
2018,Southeast Finland,Swede,9,..,..,..,..,24,7424
2018,Southeast Finland,Turnip,5,..,..,..,..,7,4647
2018,Southeast Finland,Celeriac,2,..,..,..,..,..,..
2018,Southeast Finland,Parsnip,5,..,..,..,..,2,366
2018,Southeast Finland,Leek,5,..,..,..,..,4,12286
2018,Southeast Finland,Gherkin,7,..,..,..,..,33,28013
2018,Southeast Finland,Pumpkin,6,..,..,..,..,329,26919
2018,Southeast Finland,Courgette,5,..,..,..,..,137,42322
2018,Southeast Finland,Lettuces,5,..,..,..,..,73,12059
2018,Southeast Finland,Celery,1,..,..,..,..,..,..
2018,Southeast Finland,Spinach,..,..,..,..,..,..,..
2018,Southeast Finland,Rhubarb,2,..,..,..,..,..,..
2018,Southeast Finland,Dill,13,..,..,..,..,2,2391
2018,Southeast Finland,Parsley,3,..,..,..,..,0,1750
2018,Southeast Finland,Garlic,4,..,..,..,..,2,4687
2018,Southeast Finland,Sweet corn,3,..,..,..,..,1,9143
2018,Southeast Finland,Asparagus,1,..,..,..,..,..,..
2018,Southeast Finland,Strawberry,62,..,..,257,..,674,2622
2018,Southeast Finland,Black and green currant,26,..,..,92,..,38,411
2018,Southeast Finland,Red currant,7,..,..,10,..,6,576
2018,Southeast Finland,White currant,1,..,..,..,..,..,..
2018,Southeast Finland,Raspberry,27,..,..,20,..,28,1356
2018,Southeast Finland,Gooseberry,4,..,..,1,..,1,1988
2018,Southeast Finland,Highbush blueberry,11,..,..,4,..,4,942
2018,Southeast Finland,Sea buckthorn,11,..,..,3,..,3,1281
2018,Southeast Finland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2018,Southeast Finland,Apple,20,..,0,17,..,66,3789
2018,South Savo,Garden pea,42,..,..,..,..,72,1226
2018,South Savo,Bean,1,..,..,..,..,..,..
2018,South Savo,White cabbage,15,..,..,..,..,1119,20608
2018,South Savo,Savoy cabbage,..,..,..,..,..,..,..
2018,South Savo,Red cabbage,2,..,..,..,..,..,..
2018,South Savo,Cauliflover,13,..,..,..,..,238,5535
2018,South Savo,Brussels sprout,1,..,..,..,..,..,..
2018,South Savo,Sprouting broccoli,8,..,..,..,..,366,4676
2018,South Savo,Kohlrabi,1,..,..,..,..,..,..
2018,South Savo,Chinese cabbage,11,..,..,..,..,1145,16322
2018,South Savo,Carrot,19,..,..,..,..,4588,43371
2018,South Savo,Red beet,7,..,..,..,..,225,21789
2018,South Savo,Swede,6,..,..,..,..,379,25230
2018,South Savo,Turnip,5,..,..,..,..,1,1918
2018,South Savo,Celeriac,..,..,..,..,..,..,..
2018,South Savo,Parsnip,5,..,..,..,..,45,9256
2018,South Savo,Leek,2,..,..,..,..,..,..
2018,South Savo,Gherkin,6,..,..,..,..,7,5490
2018,South Savo,Pumpkin,3,..,..,..,..,4,12291
2018,South Savo,Courgette,7,..,..,..,..,175,27656
2018,South Savo,Lettuces,16,..,..,..,..,1087,10492
2018,South Savo,Celery,3,..,..,..,..,84,12923
2018,South Savo,Spinach,..,..,..,..,..,..,..
2018,South Savo,Rhubarb,3,..,..,..,..,1,4429
2018,South Savo,Dill,4,..,..,..,..,1,1526
2018,South Savo,Parsley,2,..,..,..,..,..,..
2018,South Savo,Garlic,6,..,..,..,..,4,2865
2018,South Savo,Sweet corn,4,..,..,..,..,2,2757
2018,South Savo,Asparagus,..,..,..,..,..,..,..
2018,South Savo,Strawberry,114,..,..,328,..,1375,4192
2018,South Savo,Black and green currant,63,..,..,148,..,141,948
2018,South Savo,Red currant,31,..,..,46,..,82,1810
2018,South Savo,White currant,5,..,..,12,..,5,404
2018,South Savo,Raspberry,67,..,..,74,..,95,1287
2018,South Savo,Gooseberry,7,..,..,1,..,1,1436
2018,South Savo,Highbush blueberry,24,..,..,12,..,30,2499
2018,South Savo,Sea buckthorn,12,..,..,5,..,3,542
2018,South Savo,Chokeberry (Aronia spp.),4,..,..,0,..,0,1088
2018,South Savo,Apple,31,..,4,21,..,57,2291
